,User_ID,Username,Tweet_Date,Tweet,Tweet_Link
690,594766180235096065,JournoAshutosh,2015-05-03 07:31:22+00:00,"90year old indra bahadur from lubhu, lalitpur Nepal shares how he remember 1st earthquake he saw when he was 9 year. ",https://twitter.com/JournoAshutosh/status/594766180235096065
691,594749642241282048,pkrkaru,2015-05-03 06:25:39+00:00,#GoHomeIndianMedia z being trended not 2 denounce India government.Nepalese r disliking the way these media r reporting back #Earthquake,https://twitter.com/pkrkaru/status/594749642241282048
692,594747726392369152,caravinagre,2015-05-03 06:18:02+00:00,"After the earthquake, DilKumar Thapa Magar, 30 years old, and his family members fled from… https://instagram.com/p/2NZ0OurWd1/",https://twitter.com/caravinagre/status/594747726392369152
693,594689876131450881,DxRinjin,2015-05-03 02:28:09+00:00,Spending their night under open sky with single tarp.. ###We need more helping hand###for earthquake… https://instagram.com/p/2M_gpmxYhF/,https://twitter.com/DxRinjin/status/594689876131450881
694,594688535346577408,HmgNiraj,2015-05-03 02:22:50+00:00,"New Earthquake - 29km S of Kodari, Nepal - check it out on Earthquake Alerts for Android… (https://play.google.com/store/apps/details?id=com.monzonito.earthquakealerts)",https://twitter.com/HmgNiraj/status/594688535346577408
695,594684381026914307,LaxmanKasyap,2015-05-03 02:06:19+00:00,Thriving towards better reporting -Happy World Press Freedom Day to all journalists. UNESCO program postponed due to earthquake. Stay safe.,https://twitter.com/LaxmanKasyap/status/594684381026914307
696,594477451821977600,kulbeer44464,2015-05-02 12:24:04+00:00,That's very nice having work with @Khalsa_Aid in nepal earthquake ,https://twitter.com/kulbeer44464/status/594477451821977600
697,594381405473218560,HmgNiraj,2015-05-02 06:02:24+00:00,"New Earthquake - 25km E of Khudi, Nepal - check it out on Earthquake Alerts for Android… (https://play.google.com/store/apps/details?id=com.monzonito.earthquakealerts)",https://twitter.com/HmgNiraj/status/594381405473218560
698,594355021052923905,kashishds,2015-05-02 04:17:34+00:00,"IMPORTANT:“@anjanakcthapa: UNFPA estimates 1,26,000 women presently pregnant amongst population affected by earthquake in Nepal” @USAIDNepal",https://twitter.com/kashishds/status/594355021052923905
699,594336698584080384,gurung_rasanti,2015-05-02 03:04:45+00:00,"My Country is crying,,, #earthquake #nepal#pray#bless#budha ! ! !",https://twitter.com/gurung_rasanti/status/594336698584080384
700,594319317862195200,_Abinav_,2015-05-02 01:55:41+00:00,"The devastating earthquake has taken many lives, many shelters, made our life weak as hell. ",https://twitter.com/_Abinav_/status/594319317862195200
701,594214073207627777,ManojDahal,2015-05-01 18:57:29+00:00,Deadly earthquake effect: Kathmandu rose by 3 feet and Everest sank by 1 inch http://po.st/ZKHrhR,https://twitter.com/ManojDahal/status/594214073207627777
702,594176898655223808,utsavmaden,2015-05-01 16:29:46+00:00,#earthquake #diaries. A face collapsed en route to Naxal. #latergram #Kathmandu #Nepal #eqnp @… https://instagram.com/p/2JWPCIjI-9/,https://twitter.com/utsavmaden/status/594176898655223808
703,594162099544166400,Khadkaneeraz,2015-05-01 15:30:58+00:00,My home destroy by earthquakes ,https://twitter.com/Khadkaneeraz/status/594162099544166400
704,594145474946473984,stellajiang00,2015-05-01 14:24:54+00:00,Four cutie baby cats were born six days ago during earthquake… https://instagram.com/p/2JH8dyBbt-/,https://twitter.com/stellajiang00/status/594145474946473984
705,594116815573241857,laxmansirco,2015-05-01 12:31:01+00:00,1st May remembered for the earthquake victims by the workers trade unions in Nepal.,https://twitter.com/laxmansirco/status/594116815573241857
706,594115628165767168,Abhih3k,2015-05-01 12:26:18+00:00,I dont know why the Indian army is taking rounds near china??? Are they here to help Nepal during earthquake???#IndiaWithNepal #narendramodi,https://twitter.com/Abhih3k/status/594115628165767168
707,594091829089280000,HenkilBernardRZ,2015-05-01 10:51:44+00:00,((Cada Dia)) Devastating earthquake in nepal.: a look aftermath the quake . The world heritage site of nepal is totally destroyed . p...,https://twitter.com/HenkilBernardRZ/status/594091829089280000
708,594091827742969856,HenkilBernardRZ,2015-05-01 10:51:44+00:00,((ELB)) Devastating earthquake in nepal.: a look aftermath the quake . The world heritage site of nepal is totally destroyed . people...,https://twitter.com/HenkilBernardRZ/status/594091827742969856
709,594074236496424960,kchitrakar,2015-05-01 09:41:50+00:00,"A 7.1-magnitude earthquake was recorded in Papua New Guinea on Friday, the U.S. Geological Survey said.",https://twitter.com/kchitrakar/status/594074236496424960
710,594070738098753536,navizeapp,2015-05-01 09:27:55+00:00,"Nepal earthquake death toll exceeds 6,000 with thousands un... http://read.navize.com/article/68dd299b9576bc3d43c45210376f80f8/ #Nepal #PembaTamang",https://twitter.com/navizeapp/status/594070738098753536
711,594059340857769984,HenkilBernardRZ,2015-05-01 08:42:38+00:00,"((Cada Dia)) Devastating earthquake: Destruction of world heritage site , A look of Kathmandu aftermath .",https://twitter.com/HenkilBernardRZ/status/594059340857769984
712,594059340752949248,HenkilBernardRZ,2015-05-01 08:42:38+00:00,"((ELB)) Devastating earthquake: Destruction of world heritage site , A look of Kathmandu aftermath .",https://twitter.com/HenkilBernardRZ/status/594059340752949248
713,594048084440580096,navizeapp,2015-05-01 07:57:54+00:00,"Nepal earthquake death toll exceeds 6,000 with thousands un... http://read.navize.com/article/115d48f160e94eb9bbc999e0711b248a/ #Nepal #PembaTamang",https://twitter.com/navizeapp/status/594048084440580096
714,594045818480381952,AissateleSUR,2015-05-01 07:48:54+00:00,"In #Nepal after #earthquake, Unicef estimates that 1.7 million children require urgent aid @telesurenglish",https://twitter.com/AissateleSUR/status/594045818480381952
715,594044820898754560,AissateleSUR,2015-05-01 07:44:56+00:00,"In #Nepal after #earthquake more than 3.5 million people are estimated to be in need of food assistance, the UN said",https://twitter.com/AissateleSUR/status/594044820898754560
716,594043063695081472,pyuspaul,2015-05-01 07:37:57+00:00,"Devastating earthquake: Destruction of world heritage site , A look of Kathmandu aftermath . http://cnn.it/1QSiVHu",https://twitter.com/pyuspaul/status/594043063695081472
717,594010322815422464,navizeapp,2015-05-01 05:27:51+00:00,Nepal earthquake epicentre area 'devastated' http://read.navize.com/article/3534be7b20ba7c8e0717ceea41b35e93/ #RedCross #PembaTamang,https://twitter.com/navizeapp/status/594010322815422464
718,594002775572262912,navizeapp,2015-05-01 04:57:52+00:00,Nepal earthquake epicentre area 'devastated' http://read.navize.com/article/db74b21b89b244e5338127115b812201/ #PembaTamang #Pemba,https://twitter.com/navizeapp/status/594002775572262912
719,594001132336218112,NRaule,2015-05-01 04:51:20+00:00,Nepalese people loss everything but still they don't loss their smile & hope. #nepalquake #earthquake #Nepal,https://twitter.com/NRaule/status/594001132336218112
720,593995222666752000,navizeapp,2015-05-01 04:27:51+00:00,Nepal earthquake epicentre area 'devastated' http://read.navize.com/article/f30a631f0be6d6201cb242c05937c5b0/ #Kathmandu #Pemba,https://twitter.com/navizeapp/status/593995222666752000
721,593977287306911744,amelialestari79,2015-05-01 03:16:35+00:00,some of them are still staying there because of the after shock. the trauma after the massive earthquake #NepalEarthquake,https://twitter.com/amelialestari79/status/593977287306911744
722,593863028535234560,navizeapp,2015-04-30 19:42:34+00:00,Nepal earthquake may have raised Kathmandu by 3 to 6 feet http://read.navize.com/article/468459a78efed5afa5cae6e7edf7fdaa/ #Nepal,https://twitter.com/navizeapp/status/593863028535234560
723,593845642188824576,amelialestari79,2015-04-30 18:33:28+00:00,so today at the mosque we hung out and talked with the people who lives there since the earthquake and played with the kids #NepalEarthquake,https://twitter.com/amelialestari79/status/593845642188824576
724,593794494199246848,nattynabin,2015-04-30 15:10:14+00:00,terror of earthquake,https://twitter.com/nattynabin/status/593794494199246848
725,593787889256767490,sdothumble,2015-04-30 14:43:59+00:00,Demolished #durbarsquare due to #earthquake in #Nepal. The square is listed in world #heritage.,https://twitter.com/sdothumble/status/593787889256767490
726,593759236414251008,prashancruise,2015-04-30 12:50:08+00:00,@WWE please our country is going through the toughest phrase of time and agony due to the occurence of Earthquake. We need your support.,https://twitter.com/prashancruise/status/593759236414251008
727,593751891521077248,kashishds,2015-04-30 12:20:56+00:00,"Folks, again, EARTHQUAKES DON'T MAKE APPOINTMENTS. This ""Big quake between 5-7PM"" rumor is idiocy/malicious.",https://twitter.com/kashishds/status/593751891521077248
728,593750978500825089,kashishds,2015-04-30 12:17:19+00:00,"Transport Dept. says >500K. “@NepalDRR: Over 400,000 people have left Kathmandu Valley since the earthquake http://ow.ly/MjuMl”",https://twitter.com/kashishds/status/593750978500825089
729,593715500502294528,prakashsingak1,2015-04-30 09:56:20+00:00,#earthquake Picture speaks itself. #Patanmangalbazar,https://twitter.com/prakashsingak1/status/593715500502294528
730,593653972650459136,BeingSamikshya,2015-04-30 05:51:51+00:00,Omg.. Just heard my friends dad died..in earthquake... RIP Rakesh Uncle...,https://twitter.com/BeingSamikshya/status/593653972650459136
731,593651908260147201,BeingSamikshya,2015-04-30 05:43:39+00:00,Durbar square after earthquake ,https://twitter.com/BeingSamikshya/status/593651908260147201
732,593587122994552832,ujjwolgunner14,2015-04-30 01:26:13+00:00,#basantapur #durbar #square #nepal #before and #after #earthquake #25-04-2015 the before and after… https://instagram.com/p/2FKCEGwgo4/,https://twitter.com/ujjwolgunner14/status/593587122994552832
733,593538370917138432,navizeapp,2015-04-29 22:12:29+00:00,Nepal earthquake: Crowds grow angry as emergency relief fai... http://read.navize.com/article/d20388e6e817a4e5caab3601e3f8e2cf/ #government,https://twitter.com/navizeapp/status/593538370917138432
734,593533409969876994,Tingstrup,2015-04-29 21:52:46+00:00,Now I know what is more relaxing than music. My wifes breathing in her sleep. #can'tsleep #earthquake @TingsHotel,https://twitter.com/Tingstrup/status/593533409969876994
735,593490366336204800,thehimalayan,2015-04-29 19:01:44+00:00,"""@keshuvko: 8 armymen confirmed dead in April 26 earthquake, 23 are still missing. #NepalEarthquake""",https://twitter.com/thehimalayan/status/593490366336204800
736,593436302093127681,navizeapp,2015-04-29 15:26:54+00:00,Frustration grows in Nepal over earthquake response http://read.navize.com/article/1a6948376fd619af0003a78fa311582a/ #Nepal #Kathmandu,https://twitter.com/navizeapp/status/593436302093127681
737,593434327809003521,rudepen,2015-04-29 15:19:03+00:00,Honestly Nepal is in need of basic stuff and post Earthquake expertise and not millions of Dollars#NepalEarthquake.,https://twitter.com/rudepen/status/593434327809003521
738,593396113056649216,Chelseatillage,2015-04-29 12:47:12+00:00,"What did earthquake gave us? More hurt, pain, tears, mourned..... #Nepal #NepalEarthquake #Bhakatapur… https://instagram.com/p/2DzLKhxbxy/",https://twitter.com/Chelseatillage/status/593396113056649216
739,593395298367459330,meghrajjamkatel,2015-04-29 12:43:58+00:00,SAFE!!! #earthquake#Nepal#greatrelief,https://twitter.com/meghrajjamkatel/status/593395298367459330
740,593393685032632320,BeingSuvi,2015-04-29 12:37:33+00:00,If you want to donate for earthquake victims in Nepal https://fundly.com/m2/earthquake-nepal-2015?action_object_map=%5B818821254831796%5D&amp;action_ref_map=%5B%22fbshare%22%5D&amp;action_type_map=%5B%22og.shares%22%5D&amp;fb_action_ids=10200666485861663&amp;fb_action_types=og.shares&amp;fb_ref=fbshare&amp;fb_source=other_multiline,https://twitter.com/BeingSuvi/status/593393685032632320
741,593387239163301888,NRaule,2015-04-29 12:11:57+00:00,No enough place to burn dead body in Pashupati. #Nepal #nepalquake #earthquake,https://twitter.com/NRaule/status/593387239163301888
742,593385663057170432,seismicupdate,2015-04-29 12:05:41+00:00,"USGS: M 4.4 - 18km NNW of Nagarkot, Nepal http://on.doi.gov/1ImIexQ #earthquake",https://twitter.com/seismicupdate/status/593385663057170432
743,593383457490796544,navizeapp,2015-04-29 11:56:55+00:00,Nepal earthquake: tensions rise over slow pace of aid – liv... http://read.navize.com/article/addff8cb7f32dc7b6a710883ef6a776a/ #Nepal #KathmanduValley,https://twitter.com/navizeapp/status/593383457490796544
744,593381535081889792,everyEarthquake,2015-04-29 11:49:17+00:00,"USGS reports a M4.4 #earthquake 18km NNW of Nagarkot, Nepal on 4/29/15 @11:27:44 UTC http://earthquake.usgs.gov/earthquakes/eventpage/us20002a59 #quake",https://twitter.com/everyEarthquake/status/593381535081889792
745,593381038505734144,QuakesZone,2015-04-29 11:47:18+00:00,#Earthquake magnitude 4.4 - 19.4 km from #Kathmandu - #Nepal http://earthquakes.zone:80/2015/04/29/11:27:44-810,https://twitter.com/QuakesZone/status/593381038505734144
746,593374815488188416,hempoudyal,2015-04-29 11:22:35+00:00,I don't know when can we get over this earthquake. We need to get stronger and bounce back. 70% of… https://instagram.com/p/2DpfVzAARX/,https://twitter.com/hempoudyal/status/593374815488188416
747,593304307413319680,AnishTandukar,2015-04-29 06:42:24+00:00,its been 4 days since the first earthquake and we are still feeling the aftershocks over 100 of them #Nepal #NepalEarthquake,https://twitter.com/AnishTandukar/status/593304307413319680
748,593300556325621760,rudepen,2015-04-29 06:27:30+00:00,BBC News - Nepal earthquake: 'Terrible destruction' at epicentre http://www.bbc.com/news/world-asia-32488481,https://twitter.com/rudepen/status/593300556325621760
749,593289432758779904,psan56,2015-04-29 05:43:18+00:00,“@maittre_: Death toll rises more than 5000 and million of people were affected in earth quake. #Nepal… http://goo.gl/fb/p5MwFg”,https://twitter.com/psan56/status/593289432758779904
750,593286336645189632,madhumarasini,2015-04-29 05:31:00+00:00,Government is opening PayPal account to facilitate those willing to support for earthquake relief fund! #NepalEarhquake,https://twitter.com/madhumarasini/status/593286336645189632
751,593285698519601153,HenkilBernardRZ,2015-04-29 05:28:27+00:00,((ELB)) Nepal's government and Earthquake: Nepal is getting funding from around the world but the people in Kathmandu as well as in t...,https://twitter.com/HenkilBernardRZ/status/593285698519601153
752,593285698448330753,HenkilBernardRZ,2015-04-29 05:28:27+00:00,((Cada Dia)) Nepal's government and Earthquake: Nepal is getting funding from around the world but the people in Kathmandu as well as...,https://twitter.com/HenkilBernardRZ/status/593285698448330753
753,593283772654571520,c3811923d41447c,2015-04-29 05:20:48+00:00,"Around 5000 people died, 10000 injured in distructive earthquake of 7.9 rector scale in Nepal. Hardly able to escape the black day April 25",https://twitter.com/c3811923d41447c/status/593283772654571520
754,593265303619969025,anjel_zaynster,2015-04-29 04:07:25+00:00,@Louis_Tomlinson.. #Nepali!! Hope earthquake will end!! And all the problems go frm my country!!! :( :'(,https://twitter.com/anjel_zaynster/status/593265303619969025
755,593257959762726912,kashishds,2015-04-29 03:38:14+00:00,Are you raising funds/aid? Do check this page to coordinate the unofficial response to the 2015 Nepal earthquake https://sites.google.com/site/nepalearthquakehub/,https://twitter.com/kashishds/status/593257959762726912
756,593239708991430656,mariosplace7,2015-04-29 02:25:43+00:00,"Nepal, earthquakes. @Own Home https://instagram.com/p/2CsDNhm3OM/",https://twitter.com/mariosplace7/status/593239708991430656
757,593235961355440128,NRaule,2015-04-29 02:10:49+00:00,"Good Morning from Kathmandu, #Nepal. I am still safe. #NepalQuake #earthquake",https://twitter.com/NRaule/status/593235961355440128
